Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,totalsc,gender,age,source,country
4,4,3,3,3,3,3,3,2,2,30,2,18,1,GB
4,4,4,4,3,3,3,3,3,4,35,2,22,1,US
3,2,2,3,1,2,3,2,2,1,21,2,18,1,FI
2,3,2,2,2,2,2,2,2,2,21,1,20,2,AU
3,3,1,3,1,2,1,1,1,1,17,1,24,1,BA
3,3,3,4,3,4,3,3,3,3,32,2,25,1,US
1,2,1,2,2,2,1,4,1,2,18,1,18,3,MY
3,3,3,3,3,2,2,2,3,4,28,2,60,3,AU
3,3,2,2,3,2,3,3,3,3,27,2,20,1,GB
2,4,3,2,1,2,3,2,2,2,23,1,23,1,PL
2,3,2,2,3,1,1,2,1,2,19,1,26,3,BR
4,4,2,3,3,3,3,2,2,2,28,2,20,1,CA
3,2,2,2,4,1,1,1,1,1,18,1,22,1,US
3,3,2,4,2,2,3,3,2,3,27,2,19,1,FR
3,2,2,2,3,1,1,2,2,3,21,2,17,1,US
3,3,3,3,3,4,3,2,3,4,31,1,15,1,US
3,3,3,2,2,2,3,2,2,3,25,2,28,3,US
2,2,1,2,2,2,2,3,1,1,18,2,17,1,RO
3,3,4,3,4,3,3,4,3,3,33,2,21,1,GB
4,4,3,3,3,3,3,2,3,2,30,2,20,3,US
1,1,1,1,1,1,2,1,1,1,11,2,14,1,GB
3,3,3,3,2,3,2,3,2,3,27,2,27,1,US
4,4,4,4,4,4,4,4,4,4,40,1,21,1,DE
3,3,3,3,3,3,3,3,3,3,30,1,15,1,US
3,2,2,2,2,2,2,2,1,1,19,2,15,1,US
3,4,4,3,4,3,4,3,4,4,36,2,16,1,US
3,4,4,3,3,3,3,2,4,2,31,2,16,1,US
3,4,3,3,4,4,4,4,4,3,36,2,16,1,US
3,3,3,3,4,2,2,2,2,3,27,2,15,1,US
3,3,3,3,2,3,3,3,1,2,26,2,16,1,US
3,3,3,3,3,3,3,3,2,3,29,2,20,1,ZA
3,3,2,3,3,3,3,2,2,2,26,2,16,1,US
2,2,2,3,2,2,2,2,2,2,21,2,16,1,US
3,2,3,2,3,4,3,3,3,3,29,2,17,1,US
3,3,3,3,4,3,4,3,4,3,33,2,16,1,US
3,3,2,3,3,2,3,1,1,1,22,1,17,1,US
3,4,4,3,3,4,4,3,2,3,33,2,17,1,US
4,4,4,4,4,3,4,3,4,4,38,2,16,1,US
3,3,3,3,3,3,3,3,3,3,30,2,15,1,US
3,3,3,3,2,4,3,4,2,2,29,2,17,1,US
4,4,3,4,4,3,4,2,3,2,33,2,15,1,US
3,3,2,3,2,2,3,2,1,1,22,2,17,1,US
3,4,3,3,4,3,3,2,3,3,31,2,17,1,US
4,3,3,3,3,3,3,3,4,4,33,2,18,1,US
1,3,3,2,3,3,2,3,3,3,26,2,19,1,AR
3,3,2,3,2,2,2,2,3,3,25,2,32,2,CA
1,2,4,1,1,1,1,1,1,1,14,2,20,1,CA
4,3,3,3,3,3,3,3,2,3,30,1,20,1,US
3,3,3,4,2,3,3,1,2,2,26,1,18,1,US
3,3,2,3,1,2,1,4,2,2,23,1,31,3,US
3,3,3,3,3,3,3,2,2,3,28,2,17,1,US
4,4,3,3,4,3,2,2,3,2,30,1,22,1,US
3,3,3,3,3,3,3,2,3,3,29,2,16,1,US
2,2,1,2,2,1,1,1,1,1,14,2,14,1,GB
3,2,2,2,2,3,2,2,1,2,21,2,19,1,GB
4,4,4,4,4,4,4,4,3,4,39,1,45,1,US
3,3,3,4,3,2,3,2,2,3,28,2,17,1,US
1,3,3,2,3,2,2,1,2,3,22,1,17,1,US
4,4,4,4,4,4,4,4,4,4,40,2,17,1,US
4,4,4,4,4,4,4,4,3,3,38,1,17,1,US
3,2,3,2,2,3,2,1,2,2,22,1,17,1,US
2,3,2,3,2,2,1,2,1,1,19,2,20,1,CA
4,3,3,3,4,4,4,3,3,3,34,2,15,1,US
3,3,3,3,2,2,2,3,2,2,25,2,16,1,US
3,3,3,4,3,4,4,3,3,3,33,2,15,1,US
3,2,3,3,3,3,3,3,2,2,27,2,16,1,US
3,3,4,3,4,4,3,4,3,3,34,2,15,1,US
3,3,3,2,3,3,2,3,2,1,25,2,15,1,US
3,3,3,3,3,2,3,2,2,2,26,2,15,1,US
3,3,2,2,1,3,3,2,1,1,21,2,16,1,US
2,3,2,2,1,2,1,1,1,1,16,2,28,1,GB
3,4,3,4,4,4,4,4,4,4,38,1,15,1,US
4,4,4,4,4,4,4,4,4,4,40,1,15,1,US
3,3,4,4,4,4,4,4,4,4,38,1,17,1,US
4,4,2,4,3,4,4,1,2,3,31,1,16,1,US
3,3,2,3,3,3,3,3,2,3,28,2,17,1,US
3,3,3,3,2,3,2,4,2,2,27,2,23,1,US
3,3,3,3,3,2,3,1,2,2,25,2,17,1,US
3,3,3,3,3,3,3,2,2,2,27,2,17,1,US
2,2,1,2,2,2,2,1,1,1,16,2,19,1,CA
4,4,1,4,4,2,2,4,1,1,27,2,58,1,US
3,3,2,2,1,1,1,1,3,1,18,2,13,1,IL
3,2,2,2,2,2,2,2,1,1,19,2,13,1,US
3,3,2,3,2,2,3,2,2,2,24,2,17,1,RO
4,4,2,4,3,2,1,1,3,3,27,2,30,1,DE
4,4,4,4,4,3,1,1,2,3,30,1,27,1,US
4,4,1,4,4,1,1,1,1,1,22,1,23,3,HR
2,2,1,1,2,1,1,2,1,1,14,2,26,1,CA
3,3,2,3,2,2,2,2,2,2,23,1,65,3,US
4,4,3,3,3,4,3,4,3,4,35,1,23,1,US
3,3,3,4,4,3,3,2,2,4,31,2,25,1,CL
3,3,2,4,2,2,1,2,2,2,23,1,24,1,GR
3,3,3,2,2,3,2,2,2,2,24,2,13,1,US
4,4,4,4,1,4,4,4,4,4,37,1,22,1,GB
3,3,3,3,3,3,3,3,3,3,30,2,44,1,US
3,3,2,2,2,2,2,3,1,2,22,2,19,1,BR
2,1,2,2,1,1,1,1,1,1,13,1,18,1,IS
2,2,2,2,2,2,1,3,1,1,18,2,20,1,ES
3,3,3,3,2,2,3,3,2,2,26,2,16,1,GB
4,4,3,3,3,4,4,4,3,4,36,2,30,1,US
4,4,4,4,4,4,4,3,3,3,37,2,41,1,CH
4,3,2,4,3,3,2,3,3,2,29,1,22,1,US
2,2,1,2,2,2,1,1,1,1,15,2,19,1,PH
3,2,2,3,1,2,2,2,2,1,20,2,17,1,US
3,3,3,3,2,2,3,3,2,3,27,2,20,1,GB
2,2,1,2,1,1,1,2,1,1,14,2,20,1,GB
2,3,4,2,3,3,2,2,2,2,25,1,54,3,CA
4,4,3,3,4,4,4,3,3,3,35,2,16,1,FR
3,2,2,3,2,1,2,2,3,3,23,2,16,3,US
1,4,4,3,4,4,2,4,2,2,30,1,17,1,US
3,3,2,2,3,1,2,2,1,2,21,2,19,1,US
4,4,4,3,4,3,3,4,4,4,37,2,21,2,CA
2,3,2,1,3,1,1,2,2,2,19,2,28,1,PT
3,3,3,3,2,3,3,3,2,2,27,1,16,1,US
4,4,1,4,1,4,4,1,1,1,25,2,20,1,GB
3,3,3,3,3,3,3,3,3,3,30,2,18,1,GB
3,2,2,3,2,2,2,1,1,1,19,2,15,2,US
3,2,2,3,2,4,2,1,3,3,25,2,58,1,FI
4,3,4,3,4,3,3,2,3,4,33,2,16,1,US
2,2,1,4,1,1,1,2,1,1,16,2,16,3,AR
4,4,4,3,3,3,3,4,4,2,34,2,16,1,US
2,2,3,2,1,2,1,1,1,1,16,1,14,1,US
4,4,4,4,3,3,2,3,3,4,34,1,16,1,AU
3,3,3,3,3,3,3,3,2,3,29,2,41,1,NZ
4,3,3,4,4,3,3,2,2,3,31,2,20,1,US
3,3,2,2,2,2,2,2,1,1,20,2,17,1,US
4,3,3,3,2,2,2,1,2,2,24,1,17,1,AU
2,2,2,2,1,2,3,1,1,1,17,2,19,3,AU
4,4,4,4,4,4,4,4,4,3,39,2,48,1,US
4,4,4,4,4,3,3,3,3,4,36,2,17,3,AU
4,4,3,4,4,4,4,4,3,3,37,2,14,1,US
3,3,3,3,4,2,2,2,2,2,26,2,19,1,VE
2,3,2,3,3,2,2,1,2,2,22,0,14,2,US
4,4,3,3,3,3,3,2,2,2,29,2,17,1,US
2,2,3,1,2,2,2,2,2,1,19,2,38,2,IN
1,3,1,1,1,1,1,1,4,4,18,2,22,1,US
2,3,1,2,1,1,1,2,1,1,15,2,18,1,US
4,3,3,3,2,3,2,2,3,2,27,2,23,1,US
3,2,3,3,3,2,2,3,1,1,23,2,16,1,US
4,3,4,3,2,4,3,1,3,4,31,1,21,1,US
3,3,3,3,2,3,1,3,2,2,25,2,24,1,AU
4,4,1,4,1,4,4,1,1,1,25,1,12,2,US
2,2,3,3,3,1,1,1,2,2,20,2,20,1,AU
3,4,4,3,3,3,4,2,2,3,31,2,21,3,US
1,1,1,4,1,1,4,1,1,1,16,2,16,1,US
3,3,3,3,3,4,3,2,1,3,28,2,13,1,CA
3,3,3,3,3,3,3,2,3,3,29,2,18,1,US
3,3,2,4,3,4,3,2,2,3,29,0,34,1,A1
4,4,3,4,3,2,2,3,2,2,29,2,27,1,KE
1,2,2,2,1,2,1,1,1,1,14,2,21,1,NO
3,4,4,3,3,3,3,2,2,3,30,2,44,1,GB
3,4,4,4,4,3,2,2,4,4,34,2,23,1,KE
3,3,4,3,4,3,4,3,3,3,33,2,20,1,US
3,3,3,3,2,2,2,1,3,3,25,1,32,1,ZW
3,4,3,3,3,2,3,2,2,3,28,2,32,1,AT
3,3,3,4,3,3,3,2,4,3,31,1,15,1,ID
4,4,4,4,3,4,4,4,4,4,39,2,25,1,PH
3,3,2,3,3,1,2,1,1,3,22,1,23,1,US
4,4,4,4,4,4,4,4,4,4,40,1,53,1,AU
2,3,2,2,2,2,1,2,1,1,18,2,16,1,GB
3,3,3,3,1,2,2,1,2,3,23,1,22,1,GB
2,2,2,2,3,1,1,2,2,2,19,2,18,1,AU
3,3,3,4,1,4,4,2,2,2,28,1,21,3,CA
4,4,3,4,2,2,1,3,2,2,27,2,47,1,US
2,1,3,2,2,1,1,3,1,1,17,2,15,3,NZ
2,3,2,2,2,2,2,3,2,2,22,2,34,3,US
4,3,3,3,3,2,3,1,2,2,26,2,20,1,AU
2,2,2,2,2,2,2,2,2,2,20,2,21,1,US
3,2,2,3,3,3,3,2,4,2,27,2,13,3,US
3,3,2,3,3,2,3,1,2,4,26,2,14,1,BR
4,3,3,3,2,3,4,3,3,3,31,2,48,1,GB
4,4,4,3,4,3,4,3,4,4,37,2,20,3,NL
2,3,2,1,2,2,2,2,2,2,20,1,17,1,LB
3,2,2,3,3,2,2,1,2,3,23,2,17,1,GB
3,1,1,1,4,2,2,1,1,2,18,2,16,1,US
3,4,3,4,2,4,3,3,2,2,30,1,15,1,US
3,3,3,2,3,3,3,2,2,2,26,2,26,1,AU
1,3,1,3,2,2,1,2,1,1,17,1,18,1,US
3,4,3,3,2,3,3,2,2,2,27,1,18,1,US
4,4,4,4,4,4,4,4,4,4,40,2,20,3,DE
3,3,4,3,4,3,3,2,2,4,31,2,21,3,US
2,1,2,2,1,2,1,3,2,2,18,1,14,2,EU
4,4,4,3,4,4,4,3,4,4,38,2,25,1,US
3,2,4,3,2,2,2,1,2,2,23,2,13,1,US
4,4,4,4,4,4,4,4,4,4,40,2,46,1,US
4,4,4,4,4,4,4,4,1,4,37,1,15,1,US
3,2,3,3,3,2,3,3,2,3,27,2,15,1,US
3,3,2,2,2,3,2,1,2,2,22,2,17,1,US
3,3,3,3,2,2,3,2,2,3,26,2,16,1,US
4,4,2,2,3,3,2,3,3,2,28,2,15,1,US
3,3,3,2,2,2,2,2,2,2,23,2,16,1,US
4,4,3,3,4,3,4,2,3,3,33,2,15,1,US
3,3,3,2,2,2,2,2,2,2,23,2,15,1,US
3,3,3,3,2,3,3,2,3,3,28,1,18,1,US
4,3,4,4,3,4,4,4,4,3,37,2,17,1,US
3,2,1,2,1,2,1,1,1,1,15,2,15,1,US
4,4,4,3,4,4,4,4,4,4,39,1,17,1,US
2,3,1,4,1,1,2,1,1,1,17,2,16,1,US
3,4,3,2,3,4,4,2,4,3,32,2,16,1,US
4,4,4,4,4,4,4,4,4,4,40,1,15,1,US
3,3,3,3,1,3,2,1,1,2,22,2,15,1,US
4,2,4,2,4,4,4,1,1,1,27,2,16,1,US
3,3,3,3,3,2,3,2,2,3,27,2,15,1,US
4,4,3,3,4,3,4,3,4,3,35,2,36,1,US
3,3,1,4,1,2,1,2,4,4,25,2,20,1,SG
3,3,4,3,3,3,2,3,2,3,29,1,57,1,US
3,3,4,3,2,2,2,2,3,3,27,2,15,1,US
3,3,3,4,4,3,2,1,2,3,28,2,51,3,US
4,4,4,3,3,4,3,4,2,4,35,2,24,1,US
2,2,2,1,1,3,2,1,1,1,16,2,14,1,US
4,4,4,4,4,4,4,4,2,2,36,2,25,1,AE
4,4,4,3,4,3,3,4,4,4,37,2,56,1,CA
2,2,2,2,2,2,1,2,2,2,19,2,19,1,US
2,3,1,2,1,1,1,1,1,1,14,1,35,2,GB
2,2,2,2,2,2,2,2,1,1,18,2,15,1,NO
3,3,4,4,4,4,4,4,4,4,38,1,50,1,US
3,4,4,3,4,4,4,3,4,2,35,1,14,1,US
4,4,4,4,4,4,4,3,4,4,39,2,32,2,RO
3,3,3,2,3,3,3,3,3,3,29,2,51,1,US
3,3,3,3,4,3,3,2,2,3,29,1,15,1,US
3,3,3,3,3,3,3,2,3,2,28,2,14,1,US
4,4,3,4,3,3,3,3,2,2,31,1,18,1,IN
4,4,3,4,3,3,4,3,4,4,36,2,21,1,CA
2,3,4,3,2,3,2,2,1,2,24,1,33,1,US
3,3,4,3,3,3,3,2,2,3,29,1,63,3,US
4,4,3,3,4,3,3,2,2,3,31,1,21,3,US
3,3,3,3,2,3,3,1,2,2,25,2,16,1,US
4,4,4,4,4,4,3,4,3,4,38,1,37,1,AU
4,3,4,3,2,4,3,4,2,2,31,2,20,1,CA
3,3,2,4,2,2,2,3,2,3,26,1,20,1,US
4,4,4,4,4,4,4,2,4,2,36,2,44,3,US
2,2,2,2,2,3,2,3,1,1,20,1,14,1,AU
3,3,2,2,2,3,2,3,2,1,23,2,19,3,GB
3,3,2,3,2,2,2,2,2,2,23,2,45,2,GB
4,4,4,4,2,3,3,4,3,4,35,2,29,1,US
3,3,3,3,1,3,3,2,3,3,27,1,33,3,QA
3,3,2,4,2,3,2,2,3,4,28,2,20,1,US
3,3,4,3,3,4,4,3,2,3,32,2,13,1,US
3,2,3,3,2,2,3,2,2,2,24,1,28,3,US
4,4,3,2,3,3,3,2,1,1,26,2,47,3,US
4,4,4,4,4,4,4,4,4,4,40,1,29,1,US
3,3,1,3,2,3,2,2,2,1,22,2,24,1,US
3,2,3,2,1,3,3,1,2,2,22,2,33,3,US
3,3,4,3,3,3,3,3,4,3,32,2,21,1,ES
3,4,2,3,2,2,2,1,1,2,22,1,18,1,US
4,4,3,3,4,3,2,3,4,3,33,2,51,1,US
3,4,2,4,3,3,3,2,3,4,31,1,40,1,CA
2,2,2,3,2,2,2,2,2,2,21,2,18,1,US
4,4,1,4,4,4,4,3,4,4,36,2,35,1,US
3,3,4,3,2,2,2,2,4,4,29,2,19,1,US
4,4,3,3,3,4,4,3,4,3,35,2,16,3,MY
4,4,4,3,4,3,4,4,3,3,36,2,17,1,US
3,3,3,3,2,2,2,1,2,2,23,2,16,1,US
4,4,2,4,3,2,2,3,2,3,29,1,38,1,US
4,4,4,4,4,4,4,4,4,4,40,1,56,3,CA
3,3,3,3,2,3,3,2,2,3,27,2,15,1,SG
3,3,3,3,3,2,3,1,3,3,27,2,22,1,US
2,2,2,2,1,2,1,2,4,3,21,1,27,1,AU
3,3,3,3,3,2,3,1,1,3,25,2,16,1,US
2,2,2,1,3,1,2,1,2,1,17,2,21,3,US
3,3,3,3,3,2,2,2,3,3,27,2,44,1,AU
3,3,3,3,3,3,3,2,2,2,27,2,36,1,US
4,4,2,3,2,3,2,1,1,2,24,1,41,3,PL
2,1,4,2,1,1,1,2,1,1,16,2,17,1,US
3,3,3,3,3,2,3,3,2,2,27,2,21,1,CA
3,3,2,3,2,2,2,2,1,1,21,1,20,1,CA
4,4,1,3,3,1,1,2,3,3,25,2,30,1,FI
2,1,2,2,1,2,1,3,1,1,16,2,15,1,GB
3,3,3,3,2,1,1,3,2,1,22,2,20,1,US
3,3,3,3,3,2,2,1,2,3,25,2,15,1,GB
4,3,3,3,3,3,2,1,3,2,27,2,21,1,AU
3,2,2,3,2,2,3,2,3,2,24,2,15,1,GR
3,2,2,2,1,2,2,3,1,1,19,2,24,2,IN
3,3,2,3,2,2,3,2,2,2,24,2,19,1,FI
4,3,1,3,2,1,2,1,1,1,19,1,30,1,DE
2,2,2,2,2,2,1,1,1,1,16,2,19,2,AU
3,3,2,2,3,3,2,2,2,2,24,2,24,3,FI
4,4,3,3,3,3,2,2,2,2,28,2,23,1,US
2,2,3,3,1,2,1,2,1,1,18,2,16,1,GB
1,1,4,1,1,1,1,4,1,1,16,2,14,1,US
3,4,3,3,4,4,3,4,3,4,35,2,29,3,US
3,3,3,3,3,3,3,3,3,2,29,2,38,1,PE
4,4,2,4,2,4,3,1,4,2,30,2,24,3,US
4,4,2,3,3,3,3,2,3,4,31,2,36,3,GB
4,4,4,3,3,4,4,3,3,4,36,2,24,1,PL
3,3,2,3,2,2,2,1,2,2,22,2,20,1,GB
4,4,4,4,1,4,3,2,4,4,34,2,42,1,US
4,4,4,4,4,4,3,4,4,4,39,2,42,1,US
2,2,1,2,1,1,1,1,1,1,13,2,25,1,US
3,3,3,3,4,3,3,1,2,3,28,2,43,2,IE
3,3,3,3,3,3,3,2,2,2,27,1,28,1,US
3,3,2,2,3,2,3,2,2,2,24,2,17,3,MY
3,4,3,2,2,2,2,2,1,1,22,1,24,1,US
2,2,2,2,2,2,2,2,2,2,20,2,18,1,US
4,4,2,3,2,3,2,2,2,2,26,2,22,1,GB
4,4,3,4,2,4,4,3,3,4,35,2,23,1,IN
3,4,4,3,3,3,2,3,4,1,30,2,24,3,US
2,3,2,2,3,2,2,2,1,1,20,2,32,1,GB
4,4,4,4,4,3,4,4,4,3,38,2,19,1,CA
3,4,2,3,3,3,3,2,2,3,28,2,21,1,GB
4,4,3,4,4,3,4,4,4,3,37,1,32,1,CA
3,3,3,4,4,2,2,2,3,4,30,1,47,3,ES
2,3,2,2,1,1,1,4,1,1,18,2,26,1,BG
3,3,3,3,3,3,2,3,1,1,25,2,16,1,US
3,3,2,3,1,2,1,3,3,2,23,2,16,1,GB
3,3,3,3,3,3,3,3,2,2,28,1,45,1,US
3,3,2,3,2,2,1,1,1,1,19,2,24,1,US
2,2,2,3,2,1,1,2,2,2,19,2,25,1,US
3,3,3,3,3,2,2,3,2,3,27,2,66,1,US
4,4,4,4,3,4,3,2,3,4,35,1,25,1,CA
2,3,2,2,1,2,1,2,2,2,19,2,26,3,GB
4,4,2,4,3,1,2,1,2,2,25,1,17,1,GB
2,3,3,2,3,4,4,2,2,2,27,2,48,2,GB
3,3,3,3,2,3,2,3,2,3,27,2,34,1,US
3,3,3,3,3,3,3,3,2,3,29,1,16,1,US
4,3,3,3,3,3,3,3,2,2,29,2,15,1,IT
2,2,2,2,3,2,1,2,2,2,20,2,17,1,SE
2,2,1,2,1,2,2,1,1,1,15,2,15,1,US
3,3,3,3,2,2,2,2,2,3,25,3,33,1,US
2,3,2,3,1,2,2,1,2,2,20,2,47,1,CA
4,3,3,3,3,4,2,2,3,2,29,2,17,2,GR
3,3,1,3,2,2,2,1,1,1,19,2,19,1,US
3,3,3,3,2,3,3,2,3,3,28,1,26,3,CA
3,3,3,2,2,3,2,2,2,2,24,2,15,1,US
4,4,4,4,4,4,4,4,4,4,40,1,23,3,US
3,2,1,1,1,3,2,2,1,1,17,2,18,1,GB
4,3,3,3,3,3,3,2,2,2,28,2,27,2,US
3,3,3,2,2,3,3,2,2,2,25,1,49,1,CA
4,4,3,2,4,3,3,2,2,2,29,2,17,1,US
3,3,3,3,4,3,4,3,2,2,30,2,27,3,BR
3,3,1,2,2,2,2,1,1,1,18,2,49,1,AU
4,3,2,3,1,3,3,3,2,2,26,2,15,1,CA
3,3,2,3,2,2,1,1,1,2,20,2,21,1,US
3,3,3,3,3,3,3,2,2,2,27,1,23,1,US
4,4,4,3,4,4,3,3,2,4,35,1,22,2,US
3,2,2,3,3,2,2,1,1,2,21,2,19,1,US
4,4,2,4,2,3,2,3,2,2,28,1,24,1,GB
3,4,4,4,4,4,4,1,2,3,33,1,30,1,US
3,3,3,2,3,3,3,2,2,1,25,2,43,1,UG
2,3,2,2,2,1,1,2,1,1,17,2,19,1,US
2,3,3,2,2,1,2,1,1,2,19,2,19,1,US
2,2,1,3,2,1,2,2,1,1,17,2,20,1,US
4,4,3,3,3,4,3,3,2,3,32,1,18,1,GB
3,3,3,3,3,3,3,1,2,2,26,2,15,1,ID
2,3,1,3,2,2,2,1,1,1,18,2,35,3,SE
3,4,2,3,3,3,2,2,3,3,28,1,17,1,PK
3,3,2,3,2,2,3,2,3,2,25,2,51,1,GB
2,2,2,2,3,2,2,2,3,2,22,2,15,1,US
4,4,4,4,4,4,4,4,4,4,40,1,27,1,AT
1,3,3,2,2,1,2,2,1,2,19,2,16,3,GB
4,4,4,4,4,3,3,4,3,4,37,2,22,1,GB
1,1,1,3,3,1,1,2,1,1,15,2,18,1,SE
3,3,2,3,3,1,3,1,1,1,21,2,18,1,AU
4,4,4,4,4,3,3,4,2,2,34,2,18,1,AU
3,3,3,3,2,2,1,2,2,2,23,2,20,1,SG
2,3,2,3,2,3,2,1,3,2,23,2,15,1,TH
3,3,4,4,3,4,2,1,2,2,28,1,22,1,GR
4,4,4,4,4,4,4,4,4,4,40,1,28,2,PK
2,2,1,2,2,1,1,1,1,1,14,2,22,1,US
2,3,2,2,3,2,2,1,1,1,19,2,20,1,US
2,2,1,2,1,1,2,3,1,1,16,3,18,1,CA
4,3,4,4,4,3,4,1,4,4,35,2,22,3,US
2,3,3,2,3,3,3,2,4,4,29,2,29,2,US
3,4,3,3,3,3,3,2,2,2,28,2,33,1,US
3,3,3,3,3,2,3,2,1,1,24,2,19,1,SG
4,4,2,3,1,3,2,4,2,2,27,2,16,1,US
3,3,2,2,3,1,2,1,2,2,21,2,55,1,GB
3,3,3,4,2,3,3,2,2,2,27,2,24,1,PL
3,3,3,2,2,2,1,1,1,1,19,2,20,3,US
4,3,1,2,3,3,2,4,1,1,24,2,15,1,US
3,3,3,4,4,2,2,2,2,3,28,1,16,1,AE
3,3,4,3,3,3,3,3,4,3,32,1,22,1,IN
3,3,3,2,3,3,3,2,3,2,27,2,42,3,DE
2,3,2,3,2,2,2,2,2,2,22,2,22,3,US
4,4,4,4,4,3,3,3,3,4,36,2,34,1,SE
3,3,4,3,3,3,2,2,4,3,30,1,39,1,US
2,2,2,3,2,2,2,2,1,1,19,2,21,3,US
4,4,4,3,3,3,3,3,3,4,34,1,30,3,SE
3,3,3,3,3,3,2,3,3,3,29,2,21,1,US
3,3,3,3,2,2,2,3,2,2,25,1,34,1,GB
1,2,1,2,1,1,1,2,1,1,13,2,15,1,US
4,3,3,3,2,2,2,2,2,2,25,2,25,1,CA
2,2,1,2,2,1,1,1,1,1,14,2,23,1,US
3,4,3,2,2,2,2,2,2,3,25,2,25,2,CA
2,2,2,2,2,1,1,3,2,1,18,2,33,2,GB
4,4,3,3,3,3,3,3,2,3,31,2,29,1,US
3,3,3,3,2,2,2,1,2,2,23,1,24,2,DE
1,2,2,2,2,1,1,1,1,1,14,2,19,1,US
3,3,3,3,2,3,3,3,3,3,29,2,20,1,US
3,3,3,2,4,2,3,4,2,4,30,1,19,1,GB
4,4,3,4,3,3,3,3,2,3,32,1,20,1,GB
4,3,3,1,3,3,3,2,3,3,28,1,31,1,US
4,3,3,3,3,2,3,2,2,2,27,2,15,1,CA
4,3,2,2,3,4,3,2,2,2,27,2,17,1,CZ
3,3,3,3,3,3,3,2,3,1,27,2,17,1,FI
3,3,1,2,1,3,1,2,2,2,20,2,24,3,KE
1,1,1,1,1,1,1,1,1,1,10,2,16,1,GB
2,2,2,1,2,2,3,1,1,2,18,2,20,1,US
2,2,1,2,2,1,1,1,1,1,14,2,25,1,US
1,2,2,1,1,2,1,1,1,1,13,0,14,1,DK
3,3,2,3,2,2,2,2,3,3,25,1,72,1,AU
3,3,3,2,3,3,3,2,2,2,26,2,24,1,US
2,4,3,3,3,3,3,3,2,3,29,1,69,1,US
3,2,3,3,2,1,2,2,3,2,23,1,20,3,GB
4,4,4,4,4,4,4,4,3,4,39,1,18,1,US
3,3,3,3,2,3,2,2,2,3,26,1,33,1,PT
2,3,3,3,2,2,2,2,1,1,21,2,15,2,US
4,4,4,4,4,4,4,4,4,4,40,1,20,1,GB
2,2,2,2,1,2,2,2,1,2,18,2,14,1,US
3,3,2,4,1,4,2,1,2,4,26,1,17,1,US
3,4,4,4,4,4,4,2,4,4,37,2,46,1,US
2,2,1,2,2,1,1,1,1,1,14,2,16,1,BR
4,4,2,3,3,2,3,2,1,2,26,1,17,1,US
4,2,1,2,1,1,1,4,1,1,18,2,16,3,BR
4,3,3,4,2,2,2,2,2,2,26,1,21,3,PT
3,4,4,3,4,3,3,1,3,4,32,2,25,1,US
1,2,2,2,1,1,1,3,1,1,15,2,13,1,US
3,3,3,3,2,3,2,2,2,2,25,1,21,1,GB
4,4,1,4,3,4,3,3,2,1,29,2,17,1,US
4,4,3,3,3,3,3,3,3,4,33,1,38,1,CA
3,2,2,3,2,2,2,2,1,2,21,2,14,1,US
3,3,1,3,2,2,1,2,2,2,21,2,19,2,CA
2,3,2,3,2,1,1,1,2,4,21,1,12,1,NI
3,3,4,3,3,3,2,2,2,2,27,1,34,1,US
4,4,3,2,3,4,3,3,3,3,32,2,20,1,US
4,4,3,3,4,3,3,3,2,4,33,2,21,3,US
3,2,2,3,1,2,2,3,1,2,21,2,17,1,AR
4,4,4,4,4,4,4,4,4,4,40,1,34,3,GB
2,1,3,3,2,1,1,1,3,2,19,2,18,2,US
4,4,4,4,4,4,4,4,4,4,40,1,19,1,CA
4,4,2,3,1,3,1,3,1,2,24,2,36,1,US
4,3,4,4,4,3,3,2,3,4,34,1,21,3,US
3,3,4,3,3,3,3,3,3,4,32,1,19,1,US
2,1,1,3,1,1,1,1,1,1,13,1,24,1,US
3,3,3,3,3,3,2,3,3,4,30,2,17,1,US
4,3,3,3,4,2,4,3,2,2,30,2,19,1,US
3,3,2,2,2,2,1,1,2,2,20,1,17,1,US
4,4,3,3,4,4,4,3,2,2,33,2,18,1,US
3,3,3,2,3,3,3,3,2,3,28,2,13,1,AU
2,2,2,2,2,2,2,2,2,2,20,1,19,2,US
3,3,3,3,3,3,3,2,2,3,28,2,25,1,HK
3,4,3,4,3,3,2,3,2,3,30,2,21,1,US
3,3,4,4,3,3,2,1,2,3,28,2,21,1,US
1,1,4,2,4,1,1,1,4,4,23,2,18,1,US
3,3,3,3,2,2,2,1,2,2,23,2,34,1,NZ
3,3,3,2,2,3,2,2,2,3,25,2,25,2,US
2,2,2,3,2,1,1,1,2,1,17,2,18,1,US
4,4,3,2,3,1,4,2,1,1,25,2,21,1,TR
3,4,4,4,2,3,2,2,4,4,32,2,29,1,BD
3,3,2,3,2,2,2,2,2,1,22,2,19,1,US
3,4,3,2,2,4,3,4,3,3,31,1,18,3,CH
4,4,3,3,2,3,3,3,2,2,29,1,20,3,CH
4,4,4,4,4,4,4,4,4,4,40,1,19,3,CH
3,3,3,3,3,3,3,2,2,2,27,2,22,3,AT
4,4,4,4,4,3,4,3,4,4,38,1,21,3,CH
4,4,4,4,3,4,3,4,4,3,37,1,20,3,CH
4,4,4,4,4,4,4,3,4,3,38,2,18,3,CH
