Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,totalsc,gender,age,source,country
3,4,4,3,4,4,4,4,4,4,38,2,72,1,AU
3,3,3,3,3,3,3,2,3,3,29,2,26,1,MY
1,3,2,2,1,2,1,2,1,1,16,2,19,1,US
3,3,3,4,1,3,3,2,2,2,26,1,49,1,GB
3,4,3,3,3,3,3,2,3,3,30,2,42,1,AU
3,3,3,3,2,3,2,3,2,3,27,2,41,3,US
3,3,3,3,3,2,3,2,2,2,26,2,13,1,AU
3,3,2,4,3,1,1,1,1,1,20,1,58,1,CA
3,3,4,3,3,3,4,2,4,4,33,1,41,1,IN
1,1,3,3,4,4,1,4,4,3,28,2,21,1,US
3,3,1,2,2,3,3,2,1,1,21,2,15,3,HK
2,2,2,4,1,4,1,1,1,1,19,2,26,2,IN
3,3,3,3,2,2,2,1,2,2,23,2,34,1,GB
3,3,2,2,3,2,3,2,2,2,24,1,32,3,US
3,3,3,3,3,2,2,2,1,2,24,1,23,3,KE
4,4,3,3,3,3,3,2,2,3,30,1,30,1,DE
3,3,3,3,3,2,2,2,2,2,25,2,32,1,US
2,4,2,1,2,4,2,4,2,1,24,1,25,1,GB
4,4,2,3,2,3,3,3,2,2,28,1,23,1,US
3,3,4,3,4,3,3,4,4,4,35,1,16,1,US
2,1,2,1,2,2,1,2,1,1,15,2,19,3,SG
3,3,4,3,3,3,2,3,3,4,31,1,31,1,US
3,2,4,2,4,4,4,4,2,4,33,1,18,1,DE
3,2,3,3,2,3,3,2,2,3,26,2,13,1,US
4,3,4,4,3,3,3,2,2,2,30,2,28,1,US
4,4,4,4,4,4,4,3,4,4,39,2,20,1,US
2,1,2,2,1,1,2,2,2,2,17,2,24,1,US
3,4,3,3,2,3,3,4,2,2,29,2,15,1,US
3,4,3,2,2,2,2,2,2,2,24,1,41,1,CY
4,3,3,3,3,3,3,2,1,1,26,2,19,1,US
4,4,3,4,3,2,2,1,3,3,29,1,23,1,IT
1,1,1,3,2,3,1,1,1,1,15,2,17,1,PH
4,2,3,3,2,3,1,3,3,3,27,2,14,1,US
3,3,3,3,3,3,3,2,2,3,28,2,38,1,RO
4,4,3,4,3,3,3,3,3,2,32,1,21,1,PL
3,3,2,4,4,2,1,3,2,1,25,1,35,1,CA
4,4,4,4,4,4,4,4,4,4,40,1,14,1,US
4,1,4,4,1,3,2,2,4,4,29,2,14,1,US
3,3,2,3,2,2,2,3,1,2,23,2,16,1,US
1,1,2,2,1,1,1,3,1,1,14,2,16,1,CA
4,4,4,4,4,4,4,4,4,4,40,2,52,1,US
4,4,4,4,4,3,3,4,3,4,37,2,39,1,US
4,4,3,4,4,4,3,2,3,4,35,1,17,1,US
4,3,4,2,3,4,4,4,2,3,33,1,17,1,US
4,4,2,3,2,2,2,2,2,2,25,1,24,3,US
4,3,4,3,4,3,4,4,3,4,36,1,23,1,US
1,3,2,3,3,2,1,1,1,1,18,2,24,1,US
4,4,2,4,3,3,2,2,3,3,30,2,23,1,US
3,3,3,4,3,4,4,1,3,3,31,2,21,3,CN
4,4,4,4,4,4,4,4,4,4,40,2,60,1,US
3,3,2,2,2,3,1,3,1,2,22,1,23,3,MY
4,4,4,4,4,3,3,3,3,4,36,1,36,1,US
4,4,4,4,4,3,3,2,2,4,34,1,26,1,US
2,3,3,3,4,3,2,2,3,3,28,2,50,1,US
4,3,3,3,2,2,2,2,2,3,26,2,24,2,US
3,4,3,4,3,4,3,3,4,1,32,1,19,2,PH
1,2,1,2,2,1,1,2,1,1,14,2,17,1,US
3,3,4,3,3,3,3,3,3,4,32,1,30,1,AU
4,4,3,4,3,2,3,2,2,2,29,1,18,1,US
3,3,2,3,3,2,1,1,1,1,20,2,20,1,US
4,4,1,2,2,1,1,1,1,2,19,1,37,1,US
1,3,1,2,1,2,2,1,1,1,15,2,18,1,US
2,3,1,2,2,1,1,3,1,1,17,2,22,1,US
2,3,2,2,2,2,3,2,1,1,20,2,18,1,US
4,4,4,3,3,3,3,3,3,3,33,2,23,1,US
3,3,3,4,3,3,4,3,3,3,32,2,20,1,PH
4,4,3,3,3,3,3,2,3,3,31,2,49,1,IN
3,3,4,3,4,3,3,3,3,3,32,2,45,3,US
2,2,3,3,2,2,2,2,2,3,23,2,24,1,SE
3,3,3,3,3,3,3,3,3,3,30,2,19,1,PH
3,2,2,3,1,1,1,2,2,2,19,1,37,3,GB
4,3,4,3,3,3,4,3,3,3,33,2,41,1,GB
3,1,2,2,2,1,1,1,1,1,15,2,18,1,LT
3,3,4,3,3,3,4,3,4,3,33,1,31,1,IN
4,4,4,2,3,2,2,3,2,2,28,2,17,3,GB
4,3,3,3,2,3,2,2,2,2,26,1,22,1,US
4,4,3,3,3,4,4,4,2,4,35,1,16,1,CA
3,3,2,2,2,3,3,1,1,1,21,2,28,1,AU
3,3,3,3,3,3,3,3,4,4,32,2,27,1,IE
3,3,2,4,3,3,2,4,2,4,30,1,17,1,US
2,2,2,3,2,2,2,1,2,2,20,1,19,1,HR
3,3,3,3,3,3,2,3,1,1,25,2,44,3,CA
4,3,4,3,4,2,3,3,3,2,31,2,19,1,US
2,3,2,2,2,2,2,2,2,2,21,2,21,3,US
1,1,1,2,1,1,1,2,1,1,12,2,24,3,US
1,2,2,1,1,1,1,1,1,1,12,2,15,1,GB
3,3,3,3,3,3,2,2,2,2,26,2,22,3,SG
4,4,2,3,2,3,2,1,2,3,26,2,30,3,GB
4,4,3,4,4,3,3,3,3,3,34,2,40,1,US
3,3,3,3,2,3,2,2,1,2,24,2,16,1,FR
3,3,3,3,2,3,2,2,2,3,26,2,36,1,AU
4,4,4,4,4,4,4,2,4,4,38,2,24,1,DK
4,4,2,2,3,2,2,2,2,4,27,1,49,1,US
3,3,3,3,3,3,3,2,2,3,28,2,26,3,US
4,4,4,4,4,4,4,2,4,4,38,2,61,1,CA
4,4,3,3,3,3,3,2,2,4,31,1,43,1,US
2,3,3,2,2,2,2,2,2,2,22,1,34,1,BE
4,4,4,4,4,4,4,2,2,4,36,1,21,1,US
3,3,3,3,2,2,3,1,2,2,24,2,46,1,GR
2,3,3,3,3,2,2,2,2,2,24,1,24,3,IE
4,4,3,3,4,4,3,3,2,2,32,2,17,1,US
2,3,3,3,3,3,2,1,2,3,25,2,18,1,US
3,3,4,3,4,3,2,2,3,3,30,1,31,1,DK
4,4,4,4,4,4,4,4,4,4,40,2,20,1,DE
4,3,3,3,4,3,3,2,2,2,29,1,15,1,US
4,4,3,3,4,3,3,3,3,3,33,2,19,1,US
4,4,4,3,4,3,4,4,4,4,38,2,46,1,US
4,4,4,3,3,4,3,3,1,1,30,2,40,1,US
3,3,3,3,3,1,2,2,4,4,28,2,15,1,US
4,4,3,4,4,4,4,4,3,4,38,1,37,3,BR
2,3,2,2,3,4,2,1,1,1,21,2,35,2,FR
3,3,4,3,4,3,3,3,3,3,32,2,43,3,NZ
3,3,3,2,2,2,2,2,2,2,23,1,15,1,US
4,4,4,3,3,4,2,3,3,4,34,1,21,1,US
3,3,3,3,2,2,1,3,3,4,27,2,16,1,US
3,3,2,3,3,2,3,2,2,2,25,2,16,1,US
3,3,3,3,3,2,2,3,3,3,28,1,22,1,CA
3,3,3,3,3,3,3,2,2,2,27,1,21,1,GB
4,4,3,4,4,4,3,4,3,4,37,1,68,1,US
2,2,2,3,2,2,1,1,2,1,18,2,33,1,US
3,2,2,3,2,2,3,1,1,1,20,2,17,1,US
1,1,1,1,1,1,1,1,1,1,10,2,15,1,US
1,3,2,3,2,2,2,2,1,1,19,1,42,1,US
2,3,2,2,2,3,2,1,1,2,20,2,14,1,US
2,3,2,2,2,2,2,2,2,2,21,2,18,1,US
2,2,3,2,2,3,2,3,1,2,22,3,20,1,US
4,4,4,4,3,4,4,4,4,4,39,1,16,1,JM
3,4,4,3,4,3,3,3,3,3,33,2,13,3,SG
2,1,2,2,2,1,2,3,1,2,18,2,13,3,SG
3,3,3,3,3,3,4,3,2,1,28,2,15,1,CA
3,2,3,3,3,3,3,2,2,2,26,2,12,3,SG
3,3,4,3,4,3,3,4,3,3,33,2,12,3,SG
4,4,4,3,3,4,4,2,3,3,34,2,13,3,SG
3,3,2,3,2,3,3,1,2,2,24,2,12,3,SG
3,3,2,4,3,3,3,3,3,4,31,2,12,3,SG
3,3,3,3,3,3,3,2,2,4,29,2,12,3,SG
4,2,2,2,2,3,3,2,1,1,22,2,13,3,SG
4,3,3,3,4,4,4,2,3,3,33,2,13,3,SG
3,3,4,4,2,4,3,3,2,4,32,2,12,3,SG
3,3,2,3,2,2,2,3,4,4,28,2,13,3,SG
4,3,2,2,3,3,3,4,2,1,27,2,13,3,SG
4,2,4,3,2,4,3,2,2,1,27,2,13,3,SG
2,3,3,2,3,2,3,3,2,3,26,2,13,3,SG
3,3,3,3,3,3,3,2,3,3,29,2,12,3,SG
3,4,3,3,3,3,2,2,2,2,27,2,39,3,GB
4,4,1,2,3,1,2,1,1,1,20,2,19,1,US
3,3,1,4,2,2,2,3,3,3,26,1,27,1,RS
1,1,1,3,2,1,1,4,1,1,16,2,15,1,US
4,3,4,3,3,3,3,2,3,3,31,0,17,1,US
3,3,4,3,2,1,2,1,4,4,27,2,18,1,RO
2,2,2,3,2,2,2,2,2,2,21,2,18,1,US
3,3,4,3,3,3,3,3,3,3,31,2,36,1,AU
3,3,2,2,3,2,2,3,3,3,26,1,47,3,MT
3,4,3,3,3,2,2,3,2,3,28,1,39,1,US
2,3,2,2,3,1,1,2,2,1,19,3,19,1,US
3,3,2,4,2,2,2,1,3,2,24,2,18,3,PH
4,4,3,3,4,3,3,3,2,3,32,1,48,1,AU
4,4,4,3,3,3,3,3,3,4,34,1,20,1,GB
3,3,3,3,3,2,2,2,2,3,26,1,35,3,GB
3,3,3,3,3,2,2,2,2,1,24,2,27,1,KE
4,4,3,4,4,3,3,3,2,3,33,2,50,1,AU
3,1,1,2,2,2,1,2,1,1,16,2,33,3,GB
3,3,3,3,3,3,3,3,2,2,28,2,49,3,GB
2,3,2,3,3,2,2,2,2,2,23,2,31,3,US
3,3,3,3,3,3,3,2,2,2,27,2,31,3,US
1,2,1,2,2,1,1,1,1,1,13,2,20,3,US
1,2,2,2,2,2,2,2,4,4,23,2,18,3,US
3,3,3,3,3,3,3,2,2,2,27,2,40,3,BM
3,3,3,3,4,2,3,2,2,3,28,2,13,1,GB
3,3,3,3,2,2,2,2,2,2,24,2,35,3,GB
4,4,4,4,4,3,3,3,4,4,37,2,17,3,US
3,3,3,3,3,3,3,3,3,3,30,1,15,1,US
3,3,2,3,2,2,3,1,1,1,21,1,18,1,US
3,3,2,3,3,3,2,3,2,2,26,2,17,1,CZ
3,2,2,3,2,2,1,2,2,1,20,2,17,1,GB
3,3,2,2,3,2,2,2,2,2,23,1,18,1,GB
3,3,3,2,2,3,2,3,1,1,23,1,18,1,RS
3,3,3,3,2,2,2,2,2,3,25,1,51,1,GB
4,4,3,4,4,4,3,4,2,2,34,1,31,1,PK
2,3,2,2,2,2,2,2,1,1,19,2,22,3,US
3,3,4,3,3,3,3,4,2,3,31,1,28,3,GB
4,4,4,3,3,4,3,3,2,3,33,2,14,1,US
4,4,4,3,4,3,3,4,4,4,37,2,32,1,US
3,3,2,3,1,3,3,1,2,3,24,2,43,1,US
3,4,3,3,3,3,3,3,2,2,29,2,36,2,CA
2,2,2,2,2,1,2,1,2,2,18,2,21,3,US
4,4,2,3,2,2,2,1,2,2,24,1,29,1,IN
2,4,2,3,2,2,2,2,3,3,25,1,50,1,US
3,3,2,3,3,3,3,2,2,2,26,2,17,1,MA
1,2,2,3,2,1,1,2,1,1,16,2,14,1,CA
3,3,3,3,4,3,3,3,3,3,31,2,27,3,GB
3,3,1,2,2,2,3,1,1,2,20,2,23,3,DE
4,3,4,4,4,3,3,3,2,2,32,1,21,1,LB
4,4,3,3,4,4,3,2,3,3,33,1,33,1,MX
3,3,2,2,2,2,2,1,2,3,22,2,42,1,US
3,3,3,3,3,3,3,2,2,2,27,2,23,1,KN
4,4,3,4,4,4,3,3,2,2,33,2,63,1,US
2,3,3,1,3,3,2,1,1,1,20,1,19,1,US
4,4,4,4,4,4,4,4,4,4,40,2,26,3,US
4,3,4,4,3,2,1,3,2,3,29,1,17,1,US
1,1,1,2,1,1,1,1,2,1,12,2,20,3,US
4,4,3,3,3,3,2,2,3,3,30,2,31,3,GB
3,4,3,4,4,2,4,3,3,2,32,2,24,3,CA
4,3,4,3,3,4,3,3,3,4,34,1,14,3,US
1,2,1,2,1,1,4,1,1,1,15,2,21,2,GB
2,1,1,2,1,1,1,4,3,1,17,2,18,1,IE
3,3,2,3,2,2,2,2,2,2,23,1,37,1,CA
4,4,2,3,3,3,2,3,2,3,29,2,15,1,US
3,3,2,3,3,2,2,2,1,1,22,2,18,1,US
4,4,3,3,4,3,4,3,4,4,36,2,38,1,US
3,3,3,4,3,2,2,2,2,2,26,2,26,3,US
3,3,3,4,4,3,3,2,2,3,30,2,30,1,US
2,3,3,3,3,2,2,1,4,3,26,2,13,1,US
3,3,3,4,2,3,4,4,1,2,29,1,19,1,US
3,3,2,3,1,3,2,2,1,3,23,1,21,2,CA
2,2,1,3,2,1,1,1,2,2,17,2,17,1,US
1,3,2,3,2,1,1,3,1,1,18,2,14,3,US
2,1,2,2,1,2,2,2,1,2,17,2,14,1,US
2,3,2,2,3,2,2,2,1,1,20,1,21,1,US
2,1,2,2,2,2,2,3,1,1,18,3,15,1,US
2,2,3,3,2,1,1,1,2,1,18,2,18,1,US
2,2,1,3,1,2,1,1,1,1,15,2,26,3,US
2,3,1,3,2,2,2,1,1,1,18,2,17,1,US
2,2,3,2,2,2,2,2,2,2,21,2,14,1,GB
3,2,2,2,3,1,1,2,2,2,20,2,19,1,AU
4,4,3,4,4,3,3,3,3,3,34,1,32,3,GB
4,4,4,4,4,4,4,1,4,4,37,2,44,3,FI
4,4,4,4,4,4,4,1,4,4,37,2,44,1,FI
4,4,3,3,4,3,3,3,2,4,33,2,28,1,JP
3,3,3,3,3,3,3,2,2,2,27,1,41,3,GB
3,3,4,3,3,3,3,3,3,3,31,2,19,2,MY
3,4,3,3,4,2,3,3,3,2,30,2,14,1,US
2,3,2,2,2,1,2,1,1,1,17,2,18,1,AU
3,3,3,3,2,3,2,2,2,2,25,2,15,1,AU
4,4,3,3,4,3,3,3,4,4,35,2,22,3,US
2,3,3,2,3,1,1,2,1,1,19,2,20,1,US
3,3,3,4,4,3,3,3,3,3,32,2,23,3,IE
3,3,4,3,3,3,3,2,2,3,29,1,15,1,IN
2,2,1,2,2,2,1,2,1,1,16,2,16,1,GB
2,3,2,2,3,2,2,1,1,1,19,2,27,2,DE
4,4,4,4,1,3,2,1,1,2,26,2,57,1,CA
3,3,3,3,3,2,1,1,1,2,22,2,39,1,NO
3,3,3,3,3,1,2,2,3,3,26,2,22,1,US
3,4,4,3,3,3,3,3,3,4,33,2,19,1,CA
3,3,2,2,2,2,1,2,3,3,23,2,25,1,IN
2,3,3,3,2,2,2,3,2,2,24,2,19,1,CA
1,1,4,1,4,1,1,2,2,2,19,2,30,1,GB
3,3,3,3,3,3,3,1,3,4,29,2,32,1,US
4,4,3,3,4,3,4,3,3,4,35,2,23,1,US
4,4,3,4,4,4,3,2,3,3,34,1,18,1,EE
2,3,2,2,3,1,2,3,2,1,21,2,29,1,GB
3,4,4,3,4,4,4,4,3,4,37,1,32,1,GB
4,3,4,4,2,4,4,4,3,4,36,1,17,3,US
3,3,3,3,3,3,3,2,3,3,29,2,25,1,CA
2,2,1,2,2,1,1,2,2,2,17,2,18,1,US
4,4,4,4,4,4,4,3,2,4,37,1,27,3,CA
4,4,4,4,4,4,3,4,4,4,39,1,32,1,SG
3,4,2,3,1,1,1,4,1,3,23,2,17,3,DE
3,3,3,3,2,3,3,3,2,2,27,2,21,1,CA
4,3,2,3,2,3,2,2,1,2,24,2,15,1,US
4,4,3,4,3,3,3,4,4,4,36,1,23,3,AU
2,3,2,2,2,3,2,2,2,3,23,2,28,1,BR
3,3,3,3,3,2,2,2,2,2,25,1,22,1,US
4,4,4,4,4,3,3,2,4,3,35,2,23,1,AU
4,4,4,4,3,4,3,4,4,4,38,1,23,3,AU
4,4,3,3,2,3,3,3,4,4,33,2,23,1,US
3,3,3,3,2,3,4,2,2,2,27,1,17,1,US
4,3,3,3,3,3,3,4,3,4,33,2,32,1,US
3,4,3,4,3,3,2,3,2,2,29,1,24,3,HK
3,3,1,2,1,2,1,2,1,3,19,1,23,1,CN
1,3,1,3,2,1,1,1,1,1,15,2,18,1,AU
4,4,4,4,4,4,4,4,4,4,40,1,62,3,GB
4,4,3,4,4,4,4,3,3,4,37,2,27,1,EE
4,3,3,3,3,3,3,3,2,3,30,1,28,1,PL
3,3,3,3,3,3,3,3,2,3,29,2,14,3,US
4,4,4,3,2,3,2,2,3,1,28,1,19,1,ZA
3,3,3,3,4,3,3,3,3,3,31,2,33,1,CA
2,3,2,1,2,2,1,2,1,1,17,1,18,1,GB
3,3,3,2,2,2,2,3,1,2,23,2,25,2,US
4,3,2,3,3,3,3,2,2,2,27,2,21,3,EE
3,3,1,2,1,2,1,1,1,1,16,2,19,1,AU
3,3,2,3,3,3,3,3,2,2,27,2,19,1,NL
1,1,1,2,1,1,1,4,1,1,14,1,21,1,BR
4,3,3,3,2,4,4,1,2,2,28,2,29,1,RS
3,3,3,3,2,3,3,2,1,1,24,3,21,1,CA
3,3,3,3,2,2,2,2,2,2,24,2,57,3,CA
4,4,4,4,3,4,3,4,3,3,36,1,56,3,GB
4,4,3,3,3,3,3,3,1,1,28,1,54,1,US
4,1,4,1,1,1,1,2,1,1,17,2,15,1,GB
3,3,2,3,1,3,3,1,1,1,21,2,27,1,ID
2,2,2,2,2,2,2,2,2,2,20,2,16,3,MY
4,3,3,3,3,3,3,4,4,4,34,1,30,1,IT
3,2,2,3,2,2,2,1,1,1,19,2,15,1,US
3,3,3,3,4,3,3,2,3,4,31,1,17,1,IE
2,2,3,2,3,2,1,3,1,2,21,2,39,1,GB
3,4,4,3,3,3,3,3,3,3,32,2,52,1,AU
3,3,3,2,3,3,2,2,2,3,26,2,16,1,US
2,3,1,1,4,2,1,2,1,1,18,2,20,1,US
3,3,3,3,3,2,2,1,1,1,22,2,54,3,AU
1,2,2,1,3,1,2,3,4,3,22,2,20,3,US
4,4,3,3,2,3,3,3,1,1,27,1,30,3,GB
3,3,2,3,2,2,2,2,2,2,23,1,22,1,HU
3,3,2,3,1,2,2,1,1,1,19,1,21,1,RO
2,3,1,3,1,2,1,1,1,1,16,2,22,3,TR
4,4,3,3,3,3,3,3,2,3,31,2,14,1,US
1,2,1,4,1,1,1,2,1,1,15,2,15,1,US
3,3,2,3,3,2,3,2,1,3,25,2,42,3,GB
4,4,4,4,4,4,4,4,4,4,40,2,44,1,US
4,4,4,3,2,3,3,4,4,4,35,1,31,3,US
4,4,2,4,4,2,2,1,2,2,27,1,16,1,US
3,3,3,3,2,3,2,3,2,2,26,2,18,1,CA
3,3,3,3,2,3,3,2,2,2,26,1,52,1,CH
3,3,3,1,2,3,2,2,1,2,22,1,16,3,CA
4,4,3,3,3,3,3,4,3,3,33,1,25,1,BR
3,4,3,4,4,2,2,2,3,3,30,1,44,1,US
2,3,4,3,4,2,2,4,1,1,26,1,17,3,US
4,4,1,4,4,4,4,4,3,3,35,3,17,1,US
3,3,2,2,2,2,3,2,2,3,24,1,31,1,US
3,3,2,2,2,2,2,2,2,2,22,1,20,1,BR
3,2,2,2,2,2,1,2,1,1,18,1,23,1,US
4,4,3,4,4,2,2,4,3,4,34,2,44,1,CA
2,2,1,2,2,1,1,2,1,1,15,2,16,1,US
2,2,1,2,1,2,2,2,1,1,16,2,18,1,US
3,2,3,2,2,2,3,3,2,3,25,3,9,1,US
3,3,2,4,1,1,1,1,1,1,18,1,26,1,US
3,3,2,3,1,1,1,1,1,2,18,2,42,1,US
4,4,2,3,3,3,3,2,2,3,29,1,18,1,CA
4,3,3,3,3,3,2,3,3,4,31,2,40,1,US
3,3,4,4,3,3,4,3,3,3,33,2,15,1,US
4,4,3,3,3,3,3,3,2,3,31,2,20,1,SE
2,3,3,2,2,2,1,1,2,2,20,2,15,1,US
2,3,2,3,2,2,2,3,4,4,27,2,16,1,JP
3,3,3,3,3,3,3,3,2,2,28,2,16,1,NZ
3,3,4,3,4,3,3,4,3,4,34,2,33,1,AU
1,1,1,2,1,1,1,3,1,1,13,2,20,1,AU
4,3,1,4,2,3,2,3,3,4,29,3,30,1,DE
3,4,4,4,4,3,3,2,3,3,33,2,44,3,GB
2,3,2,2,3,2,2,2,2,2,22,2,25,1,GB
4,3,4,3,3,3,3,3,3,3,32,2,22,3,ID
3,3,2,2,2,2,2,1,1,4,22,1,22,1,CZ
4,4,4,4,4,4,4,4,4,4,40,2,13,1,US
3,3,3,4,2,2,2,2,3,3,27,2,49,1,US
4,4,4,4,2,4,4,1,2,2,31,1,20,1,AT
4,4,4,4,4,4,4,3,2,4,37,2,16,1,BR
3,3,3,2,2,1,2,1,2,2,21,2,18,1,US
3,3,3,4,3,3,3,2,2,2,28,1,20,3,PE
3,3,4,3,4,3,3,4,3,2,32,2,15,1,VE
3,4,4,3,4,3,3,3,2,2,31,2,23,1,GB
1,1,1,3,1,1,1,1,1,1,12,2,16,1,GB
4,4,4,4,4,3,3,3,4,4,37,1,23,3,US
4,4,4,4,3,3,3,2,3,4,34,2,42,1,SE
3,3,2,3,2,2,1,1,1,3,21,1,20,1,IN
4,4,4,4,4,3,3,3,4,4,37,1,66,1,US
2,1,1,1,1,3,2,2,1,1,15,2,16,1,PL
3,4,4,3,3,3,3,2,2,4,31,1,17,1,GB
2,2,1,2,1,1,1,1,1,1,13,2,21,1,US
4,4,3,3,3,4,3,2,3,3,32,2,24,3,US
3,4,3,3,3,2,2,2,1,2,25,2,30,1,US
2,3,4,2,2,3,2,1,1,1,21,2,15,1,US
4,4,4,3,4,3,3,4,4,4,37,1,62,1,US
3,3,2,2,2,2,2,3,2,3,24,2,23,1,SA
2,2,2,3,4,2,1,2,1,1,20,3,30,1,CA
2,2,3,3,3,3,3,3,2,2,26,2,21,3,CA
2,3,3,1,2,4,1,2,1,1,20,2,19,1,US
1,1,1,1,1,1,4,1,1,1,13,2,14,1,US
4,4,4,4,3,3,4,4,3,4,37,1,23,1,US
4,4,4,2,2,3,3,3,3,3,31,2,24,1,US
4,3,2,3,2,3,2,2,2,2,25,2,37,1,AE
4,4,2,1,1,3,1,4,1,1,22,1,29,1,IE
4,4,3,4,3,2,3,2,2,2,29,1,34,3,US
4,4,3,4,3,3,3,3,3,3,33,1,19,3,GB
2,3,2,3,2,2,1,1,2,1,19,2,39,1,GB
2,2,2,3,1,1,1,3,2,2,19,1,19,1,US
4,2,3,2,2,3,2,1,1,2,22,2,18,1,US
3,4,3,4,3,3,3,1,3,2,29,1,20,3,US
3,3,3,3,3,3,3,2,3,3,29,2,19,1,NZ
4,4,3,4,3,3,3,3,2,3,32,2,38,1,US
3,2,3,2,2,1,1,2,2,2,20,2,24,1,US
3,2,2,2,1,2,2,2,1,1,18,1,16,3,US
2,3,3,2,2,2,3,1,2,2,22,2,14,1,US
3,3,3,3,4,3,3,3,3,4,32,2,46,1,BO
3,2,1,3,2,2,2,2,2,2,21,1,22,1,GB
2,2,1,1,1,1,1,1,2,2,14,2,19,1,US
3,3,2,3,2,2,2,2,2,2,23,2,23,1,US
3,3,3,3,2,2,2,2,1,2,23,2,16,1,US
3,3,3,3,2,3,3,3,3,3,29,2,26,1,US
4,4,4,4,3,4,4,4,3,3,37,2,22,3,CA
3,3,3,3,2,3,2,2,2,3,26,2,36,1,US
4,4,2,3,4,2,2,4,3,3,31,2,18,1,IN
3,4,4,3,4,4,3,2,4,4,35,1,37,1,US
3,3,3,2,1,2,2,2,2,2,22,2,18,1,US
4,3,4,4,4,3,4,4,4,4,38,2,25,1,US
2,2,2,2,1,1,1,2,2,2,17,2,20,1,GR
3,3,3,3,3,3,3,2,3,2,28,2,17,3,SG
3,3,2,2,2,3,3,3,1,2,24,2,20,1,US
3,3,4,3,3,3,3,3,3,4,32,2,19,3,US
3,4,3,3,2,3,3,3,2,3,29,1,28,3,GB
3,4,4,3,3,3,3,2,2,4,31,2,28,3,US
3,4,4,3,4,4,3,3,2,3,33,2,20,3,US
3,3,3,3,3,3,2,2,2,3,27,1,28,1,RO
3,3,2,2,3,3,2,2,2,2,24,1,44,3,AU
3,2,3,3,2,3,2,2,2,2,24,2,22,1,IN
3,3,2,3,2,3,3,3,1,2,25,2,22,1,IN
4,3,4,3,2,4,3,4,2,3,32,2,22,1,IN
2,4,1,4,2,1,2,1,1,1,19,2,25,1,US
4,4,4,4,4,4,4,4,4,4,40,1,50,1,US
2,3,2,2,2,2,2,2,2,2,21,1,60,3,NL
3,3,3,3,3,3,3,3,2,2,28,2,25,3,JP
4,4,4,3,4,4,4,3,4,4,38,1,18,3,US
4,4,4,3,4,4,4,4,4,4,39,2,17,3,US
4,4,4,4,4,4,4,4,4,4,40,2,17,3,US
4,4,3,4,4,3,4,4,3,4,37,1,17,3,US
3,4,3,3,3,3,2,2,2,2,27,2,17,3,US
4,4,3,3,2,4,2,2,2,1,27,1,17,3,US
3,3,4,2,4,4,4,2,3,4,33,2,25,1,GH
3,3,4,3,4,3,3,3,4,4,34,2,15,3,US
4,3,3,3,4,3,4,4,4,4,36,1,15,3,US
2,2,2,2,2,2,1,1,1,1,16,2,14,3,US
3,3,3,3,4,3,3,2,3,2,29,2,15,3,US
3,4,3,3,4,3,3,2,2,3,30,1,16,3,US
3,3,3,3,3,3,3,3,3,3,30,2,16,3,US
3,2,3,2,2,3,3,2,3,3,26,1,15,3,US
3,3,3,3,3,4,3,3,4,3,32,1,18,3,US
4,4,4,4,4,4,4,4,4,4,40,1,14,3,US
3,3,3,3,3,3,3,3,3,3,30,3,69,3,US
4,4,4,4,3,4,4,3,2,4,36,2,14,3,US
3,4,3,3,4,4,3,2,2,2,30,2,14,3,US
3,3,2,3,3,3,3,2,2,2,26,1,16,3,US
3,3,3,3,3,3,3,3,3,2,29,3,16,3,US
2,2,3,2,3,2,2,3,3,3,25,2,16,3,US
3,4,2,3,3,3,3,2,2,2,27,1,15,3,US
4,4,4,4,4,4,4,4,4,3,39,2,14,3,US
3,3,3,3,3,3,3,2,2,2,27,1,18,1,GB
3,3,3,3,3,2,2,2,3,2,26,2,27,1,US
1,1,1,4,1,1,1,2,1,1,14,1,46,1,US
4,4,4,4,4,3,3,3,3,4,36,1,60,1,US
3,3,4,3,4,2,3,1,3,4,30,2,34,3,US
2,3,3,2,3,2,2,3,4,4,28,2,49,1,CA
3,3,3,3,3,3,2,2,3,2,27,2,26,1,BD
3,3,3,2,3,2,2,2,2,2,24,2,19,1,DE
3,3,3,2,3,3,2,2,2,2,25,2,15,3,US
3,3,3,1,3,3,3,3,2,3,27,2,15,3,US
3,3,3,3,3,3,3,3,2,3,29,2,16,3,US
3,3,3,3,3,3,2,3,3,3,29,2,15,3,US
4,4,4,3,4,3,3,3,4,4,36,2,16,3,US
3,4,3,4,4,3,3,3,2,3,32,1,15,3,US
3,3,3,4,3,3,3,3,3,3,31,1,16,3,US
3,3,4,4,4,4,3,3,4,3,35,2,14,3,US
3,4,3,3,3,4,4,2,1,1,28,2,16,3,US
3,4,4,4,4,4,4,1,2,4,34,1,15,3,US
3,4,3,3,3,3,3,2,2,2,28,2,15,3,US
4,3,3,3,4,4,3,3,4,4,35,1,17,3,US
3,3,4,3,4,3,3,2,4,4,33,2,16,3,US
3,4,4,3,4,3,4,3,4,4,36,2,16,3,US
4,4,4,4,4,4,4,4,4,4,40,2,15,3,US
3,3,3,3,3,3,3,2,3,3,29,1,16,3,US
3,3,3,3,2,3,3,2,1,2,25,1,16,3,US
